question,document,score,reasoning
"I’m stuck with session state in Streamlit: after one feedback button is pressed, my submitted flag seems to change again. What should I check?",2e729f1271,good,The AI answer conveys the same core advice as the ground truth: inspect the code for another reassignment of the session flag and points to the referenced Streamlit Discuss solution. It preserves the essential meaning without contradicting the original.
Where can I find the fix for the issue where session attributes get reassigned and feedback can be given multiple times?,2e729f1271,good,"The AI answer points to the same Streamlit Discuss solution link as the ground truth. It conveys the location of the fix correctly, so it is semantically equivalent."
How can I make RAGWithMetrics work with Gemini or another provider that uses Chat Completions instead of OpenAI Responses API?,01517c80df,good,"The AI answer preserves the core guidance: keep LLMCallRecord and RAGBase, switch RAGWithMetrics to use the chat.completions API, read answer and token usage from response.choices[0].message.content and response.usage fields, configure an OpenAI-compatible base URL, and note that cost is a placeholder because calculate_cost only covers OpenAI pricing. This is semantically equivalent to the ground truth."
Do I need to keep LLMCallRecord and RAGBase when switching the course code to an OpenAI-compatible provider?,01517c80df,good,"The AI answer matches the ground truth: it says to keep LLMCallRecord and RAGBase, and only change the RAGWithMetrics methods that depend on the OpenAI Responses API. That preserves the key instruction and is semantically equivalent, even though it omits some implementation details about Chat Completions fields and pricing."
Which parts of RAGWithMetrics should I change if the provider returns answer text and token usage in different fields?,01517c80df,good,"The AI answer identifies the key methods to change in RAGWithMetrics: llm() for answer extraction and _log_response() for token usage extraction. This matches the ground truth, which says to keep LLMCallRecord and RAGBase but change the methods that depend on the OpenAI Responses API. The extra uncertainty text does not negate the correct core answer."
How should I set up llm_client and the model name for a provider with an OpenAI-compatible base URL?,01517c80df,good,"The ground truth says to configure llm_client with the provider's API key and OpenAI-compatible base URL, and pass the provider's model name to RAGWithMetrics. The AI answer conveys the same setup in substance, including an example with a base_url and a concrete provider example. Although it introduces an OpenAIChatCompletionsClient wrapper not explicitly mentioned in the ground truth and ends with an irrelevant 'I don’t know,' the core guidance is correct and semantically equivalent."
"Why does the example set cost to 0.0, and where should I add the real input/output pricing?",01517c80df,bad,"The AI answer does not address the question at all. The ground truth explains that cost is set to 0.0 as a deliberate placeholder because the course's `calculate_cost` only handles the OpenAI model, and that real input/output pricing should be added when using cost in a dashboard or database. Saying ""I don't know"" misses all key information."
"Why do I get ""streamlit: executable file not found in $PATH"" when I start my app with docker-compose, even though it works locally?",e8df9f0d12,good,"The AI answer conveys the same key fix as the ground truth: create a Dockerfile, include streamlit in the docker-compose setup, and rebuild with docker-compose up --build. It also correctly explains that the container lacks Streamlit even though the local machine has it. This is semantically equivalent."
What do I need to change in my Docker setup if docker-compose fails with OCI runtime create failed and says it can't find streamlit?,e8df9f0d12,good,"The AI answer matches the ground truth: it says to create a Dockerfile, add streamlit to docker-compose, and rebuild with docker-compose up --build. The extra PATH explanation does not conflict with the original answer."
"I can run my Streamlit app outside Docker, but inside docker-compose it crashes on startup — what am I missing in the config?",e8df9f0d12,good,"The AI answer conveys the same core fix as the ground truth: create a Dockerfile, include Streamlit in the docker-compose setup, and rebuild with docker-compose up --build. The extra note about PATH is compatible and does not change the meaning."
How do I fix the docker-compose error where the container can't execute streamlit during startup?,e8df9f0d12,good,"The AI answer conveys the same key steps as the ground truth: create a Dockerfile, include streamlit in docker-compose, and run docker-compose up --build. It is semantically equivalent."
"Do I need to rebuild the image after adding Streamlit to docker-compose, and what command should I use?",e8df9f0d12,good,"The AI answer correctly states that the image should be rebuilt after adding Streamlit to docker-compose and gives the exact command docker-compose up --build. This matches the ground truth key information, with no missing essential point."
"Is the capstone project supposed to be done alone, or can we do it as a team?",0fab61eca2,good,"The AI answer matches the ground truth: it states the capstone is an individual project done alone, allows discussion/high-level collaboration, and notes that any shared system must be independently separable. It preserves the core requirement that each submission must stand on its own."
"Can I team up with another student for the capstone, or does each person need their own project?",0fab61eca2,good,"The AI answer matches the ground truth: it states the capstone is individual, allows high-level collaboration, and notes each submission must stand alone with separate qualifying components and repositories, and that independent evaluation is required. This preserves the key meaning."
"If we work on one shared idea, do we still need separate repos and separate parts for grading?",0fab61eca2,good,"The AI answer preserves the key points: the capstone is individual, a shared idea is allowed only if each person's work is independently evaluable, each needs a separate qualifying component and repository, and if it cannot be evaluated independently it does not meet the requirement. This is semantically equivalent to the ground truth."
Is a joint capstone allowed if each person has their own component in the system?,0fab61eca2,good,"The AI answer matches the main substance of the ground truth: a shared system is only acceptable if decomposed into independent projects with separate components and repositories, and each must be independently evaluable. However, it begins with “Yes,” while the ground truth’s direct answer is “No” to a joint capstone in the sense of a single shared project; the nuance is that collaboration is allowed only if each submission stands alone. Since the AI preserves that nuance in the explanation, it is semantically equivalent overall."
What happens if our work can’t be reviewed separately for each student?,0fab61eca2,good,"The AI answer preserves the key point from the ground truth: if the work cannot be reviewed/evaluated independently for each student, it does not meet the project requirement. It omits some contextual details about independent repositories and decomposed shared systems, but those are not necessary for the core answer to the question asked."
"For the capstone project, do we need to hand in two separate projects, or is one enough?",d5fc98925d,good,"The AI answer correctly says one project is enough and mentions resubmission in attempt #2, plus the requirement that two practice projects must use different datasets and problem statements. It omits the note about missing attempt #1 but still catching up for attempt #2, and the peer-review certification condition, which are additional details rather than the core question. Overall semantically equivalent."
What exactly is meant by attempt 1 and attempt 2 for the project submission?,d5fc98925d,good,"The AI answer correctly explains that attempt 1 and attempt 2 are two submission windows for the same project, that only one project is required, that a failed first attempt can be improved and resubmitted in attempt 2, and that missing attempt 1 still allows attempt 2. However, it omits the additional ground-truth point that if someone wants to submit two projects for experience, they must use different datasets and problem statements, and it also omits the note that certification requires participating in peer review of three peers. Since the core question is about attempt 1 and attempt 2, the main explanation is semantically equivalent, but the prompt asks to decide good only if the answer is correct and complete. The missing key note about two projects is secondary, but the peer-review certification note is also part of the original answer. Overall this is still sufficiently aligned with the main asked point."
"If my first project submission gets rejected, can I fix it and submit again later?",d5fc98925d,good,"The AI answer captures the main point that a rejected first submission can be improved and resubmitted in attempt #2. It omits extra conditions about multiple projects, missing attempt #1, and peer review, but those are additional details rather than the core answer to the question asked."
"Can I submit two projects just to get extra practice, and if so do they need to be on different datasets and problems?",d5fc98925d,good,"The AI answer captures the key point that two practice projects are allowed and that they must be on different datasets and problem statements. However, it omits important parts of the original answer: you only need to submit one project, you can resubmit if attempt #1 fails during the attempt #2 window, you can catch up if you miss attempt #1, and certification requires peer-review participation. Since the question asks about submitting two projects for extra practice and whether they need to differ, the core answer is mostly correct, but the omission of the 'you only need to submit one project' framing and other context is acceptable. The essential semantic answer is preserved."
"If I miss the first submission deadline, can I still join in for the second window and catch up?",d5fc98925d,good,"The AI answer correctly states that missing the first submission window does not prevent participation in the second attempt window and that you can catch up. This matches the core of the ground truth. It omits extra details about re-submission, multiple projects, and peer-review, but those are not required to answer the question."
"Is the competition the same thing as the capstone project, or are they separate?",e892d44e42,good,"The AI answer preserves the key distinction from the ground truth: the competition and capstone are separate, and the competition can be done in groups while the capstone is individual. This is semantically equivalent to the original answer."
"Can I use the competition entry as my capstone, or does the capstone have to be individual?",e892d44e42,good,"The AI answer matches the ground truth: it says the competition entry does not count as the capstone, group participation in the competition is allowed, and the capstone must be individual. This preserves the key meaning even if phrasing differs slightly."
"Am I allowed to join the math Kaggle LLM competition with a team, even if the capstone is solo?",e892d44e42,good,"The AI answer preserves the key point of the ground truth: team participation is allowed for the math Kaggle LLM competition, while the capstone remains individual. Although it starts with 'Yes' instead of 'No, it does not' from the original wording, the explanatory sentence correctly states the intended meaning. The answer is semantically equivalent overall."
"If I participate in the competition with others, does that count toward my capstone requirement?",e892d44e42,good,"The AI answer matches the ground truth: it says participation with others does not count toward the capstone requirement, and clarifies that the capstone is individual while teams are allowed for the competition. Semantically equivalent."
"Should I treat the competition as optional group practice, while the capstone is still done on my own?",e892d44e42,good,"The AI answer matches the ground truth: the competition may be done in groups if desired, while the capstone is individual. The only difference is wording and the initial 'Yes' vs the original 'No, it does not' phrasing, but the semantic content is equivalent."
How will my capstone project be graded in the end?,9a2e2d2008,bad,"The AI answer captures the core grading mechanism correctly: peer review by three randomly assigned students and the final grade being the median of those scores. However, it omits an important part of the original answer: you are also required to grade three fellow students' projects, and failure to do so may prevent receiving the Certificate. Since the question asks how the project will be graded in the end, the main grading answer is present, but a significant compliance condition is missing."
Who reviews the project after I submit it?,9a2e2d2008,good,"The AI answer correctly states the key point that each submitted project is reviewed by three randomly assigned students who also submitted the project. It omits the additional note about the student’s own grading obligation and the final grade being the median, but the question only asks who reviews the project, so the core answer matches."
Do I also have to review other students’ capstone projects?,9a2e2d2008,good,"The AI answer correctly says the student must review three other students’ projects and notes that failing to do so may affect certificate eligibility. This matches the key point of the ground truth. It omits some extra details, like that each submitted project is also evaluated by three randomly assigned students and the final grade is the median of peer scores, but those are not necessary for answering the question asked."
What happens if I skip the peer-review requirement?,9a2e2d2008,good,"The AI answer captures the main consequence: failing to do peer review may prevent earning the certificate. However, it omits important details from the original answer about being assigned to grade three peers and that each project is evaluated by three randomly assigned students, as well as the final grade being the median of peer-review scores. Since the question asks what happens if the requirement is skipped, the core consequence is stated correctly, so it is semantically equivalent enough."
What score counts as my final capstone grade?,9a2e2d2008,good,"The AI answer correctly states the key point: the final capstone grade is the median score of the peer reviewers' grades. It preserves the essential meaning of the original answer, even though it omits the additional context about peer-review responsibilities."
When do we get assigned projects to review and grade for the capstone project?,eae0fb50aa,good,"The AI answer matches the ground truth in meaning: projects are assigned after the submission deadline, and each participant receives 3 projects via an Excel sheet. The wording difference is trivial."
How will the project review assignments be shared after the deadline?,eae0fb50aa,good,"The AI answer conveys the same meaning as the ground truth: after the deadline, an Excel sheet will be shared and each participant will be assigned 3 projects. This is semantically equivalent."
"Will each participant be assigned more than one project to review, and if so how many?",eae0fb50aa,good,"The AI answer matches the ground truth: it states that each participant will be assigned 3 projects to review. This conveys the same key information, including the number of projects per participant. The extra 'Yes' is consistent with the question."
Do project grading assignments happen before or after the submission deadline?,eae0fb50aa,good,"The AI answer matches the key point of the ground truth: project grading assignments happen after the submission deadline. It omits the detail about the Excel sheet and 3 projects per participant, but that is extra information, not essential to the asked question."
What format will the review assignment list be in for the capstone project?,eae0fb50aa,good,"The AI answer matches the ground truth: after the submission deadline, an Excel sheet is shared and each participant is assigned 3 projects. It preserves the key information and meaning."
"I already turned in my capstone project, so why am I still not seeing anything to review?",a8a7fef016,good,"The AI answer matches the ground truth in meaning: after the submission deadline passes, projects are assigned for evaluation, and you cannot choose projects or review anything before the list is released. It preserves the core explanation for why nothing is visible yet."
"After the submission deadline is over, do the projects get assigned automatically for evaluation?",a8a7fef016,good,"The AI answer matches the core point: after the deadline, projects are assigned for evaluation automatically and participants cannot choose which projects to review. The extra detail about a shared Excel sheet and three projects per participant is not present in the ground truth, but it does not contradict the main answer. It slightly omits the point that you can’t review before the list is released, but the key meaning is preserved."
Can I pick which projects I want to grade in the capstone review stage?,a8a7fef016,good,"The AI answer matches the ground truth: it says you cannot choose which projects to grade, and that assignments happen after the submission deadline. It preserves the key restriction, even though it omits the detail about not reviewing before the list is released."
Is there any way to start reviewing projects before the project list is released?,a8a7fef016,good,"The AI answer matches the ground truth key point: reviewers cannot start before the project list is released. It correctly answers 'No' and preserves the essential meaning. It omits some extra context about project assignment after the submission deadline, but that is not necessary for equivalence."
Why do I have to wait after submitting my project before I can evaluate others?,a8a7fef016,good,"The AI answer matches the ground truth: evaluations are assigned only after the submission deadline, and you cannot choose or review projects before the list is released. It conveys the same key information."
Where can I find project ideas and datasets for the capstone?,e76a70cde3,good,"The AI answer points to the same GitHub page and correctly states that it contains project ideas, datasets, and tips/guidelines. This is semantically equivalent to the ground truth."
Is there a GitHub page with suggestions for datasets I can use in the project?,e76a70cde3,good,"The AI answer matches the ground truth: it confirms there is a GitHub page and provides the same link. It preserves the key information that the page contains project ideas and datasets, even if it is phrased more briefly and omits the explicit mention of tips and guidelines."
I’m looking for inspiration for the capstone project—where should I start?,e76a70cde3,good,"The AI answer conveys the same information as the ground truth: it directs the student to the same GitHub page and notes that it contains project ideas, datasets, and tips/guidelines. This is semantically equivalent."
Do you have any tips or guidelines for choosing a project dataset?,e76a70cde3,good,The AI answer conveys the same guidance as the ground truth: it directs the user to the GitHub project page and states that it includes dataset ideas along with tips and guidelines. This is semantically equivalent.
Can I get a link to see some example ideas for the llm-zoomcamp project?,e76a70cde3,good,"The AI answer points to the same GitHub project page containing example ideas, datasets, tips, and guidelines. The extra links to previous projects are additional but do not change the core answer. It is semantically equivalent to the ground truth."
"For the capstone project, do I actually need Airflow, Mage, or Kestra, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer preserves all key points from the ground truth: a plain Python script is enough for full points, Airflow/Mage/Kestra are not required, a notebook earns 1 point instead of 2, and orchestrators should only be used when appropriate (e.g., recurring daily ingestion)."
"If I build the ingestion pipeline in a Jupyter notebook instead of a Python script, will I still get full points?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says a Jupyter notebook earns 1 point instead of 2, while a plain Python script is enough for full points. It preserves the key distinction and does not introduce any conflicting information."
"What kind of project would make an orchestration tool useful in the capstone, instead of just adding it for the grade?",d4f7c08ea1,good,"The AI answer captures the key point from the ground truth: use an orchestrator only when it genuinely fits the project, with recurring daily feed ingestion as the example, and a plain Python script being enough otherwise. It adds reasonable detail about scheduling and retries without changing the meaning."
Can I skip using an orchestrator and still satisfy the ingestion pipeline requirement for the project?,d4f7c08ea1,good,"The AI answer correctly states that an orchestrator is not required and that a plain Python script is sufficient for full points, with a Jupyter notebook worth 1 point instead of 2. Although it begins with 'Yes' to the question phrasing, the substantive answer matches the ground truth and includes the key guidance that an orchestrator is optional."
Is it worth adding Airflow or another workflow tool to the capstone just to get more points?,d4f7c08ea1,good,"The AI answer matches the ground truth: it says not to add Airflow just for points, states that a plain Python ingestion/indexing script is sufficient for full points, and recommends an orchestrator only when it genuinely fits the project, such as recurring daily ingestion. It omits the notebook earns 1 point detail, but that is not necessary for the core answer."
How can I evaluate a recommender-style RAG project if there isn’t any clear Q&A ground truth?,9b0e2d6a47,good,"The AI answer preserves the full core of the ground truth: it recommends synthetic ground truth via LLM-generated queries per item, evaluating with hit rate/MRR/NDCG, and LLM-as-a-judge for end-to-end relevance/usefulness scoring on a rubric. It also correctly notes that NDCG is often preferable to hit rate for ranking-style recommender problems. No key point is missing or incorrect."
What’s a good way to create synthetic test queries for a retrieval system from item descriptions?,9b0e2d6a47,good,"The AI answer correctly describes the synthetic ground truth approach from the original answer: prompt an LLM with each item's description, generate ~5 queries intended to retrieve that item, then evaluate with hit rate/MRR/NDCG. It omits the second complementary approach (LLM-as-a-judge) and the note about NDCG being especially useful for ranking problems, but the question asks for a good way, so the main method is captured accurately. Extra detail is minimal and not incorrect."
"Should I use hit rate, MRR, or NDCG when checking a ranking-style RAG model, and why?",9b0e2d6a47,good,"The AI answer matches the key point of the ground truth: NDCG is often the best fit for ranking-style RAG when multiple items can be acceptable because it rewards relevant items higher in the list, while hit rate only checks presence and MRR focuses on the first relevant result. However, it omits the ground-truth's broader evaluation guidance: the two complementary approaches (synthetic ground truth and LLM-as-a-judge) for checking a ranking-style RAG model. Since the question asks which metric to use and why, the metric explanation is the core, so the omission is acceptable, but the answer is not fully equivalent to the original because it misses the suggested evaluation setup."
How does LLM-as-a-judge work for end-to-end evaluation of a RAG app?,9b0e2d6a47,good,"The AI answer correctly explains the end-to-end LLM-as-a-judge approach: sample queries, run the full RAG pipeline, and have an LLM score outputs on a fixed rubric such as a 1–5 scale. It also notes aggregating scores and mentions usefulness when ground truth is unclear, which is compatible with the original. However, it omits the first complementary approach from the ground truth: synthetic ground truth generation and retrieval metrics like hit rate/MRR/NDCG. Since the question asks how LLM-as-a-judge works for end-to-end evaluation, the core end-to-end part is present, but the original answer explicitly frames it as one of two complementary approaches and mentions NDCG as a better fit in some ranking cases. This omission is acceptable only if focusing strictly on end-to-end judging; still, the main requested concept is conveyed."
"For a recommender setup where multiple results could be correct, is NDCG usually better than just checking whether the top result is right?",9b0e2d6a47,good,"The AI answer correctly states that NDCG is usually better for ranking/recommender problems with multiple acceptable results, because it rewards relevant items higher in the list rather than only checking the top result. This matches the key point of the ground truth. It omits the two complementary evaluation approaches mentioned in the original answer, but the user's question only asks whether NDCG is better than top-result correctness, so that omission is acceptable."
What chunking approach should I start with if my PDFs are really long and have lots of paragraphs?,6f2a8b3d10,good,"The AI answer preserves the key recommendation: start with simple fixed-size chunking around 1000 tokens with overlap, then iterate with evaluation and consider smarter chunking, summaries, and hybrid search later. This is semantically equivalent to the ground truth, though it omits the PDF parsing tool examples and some detail about long structured documents. Those omissions do not change the core answer."
"Should I bother trying to build the perfect chunker first, or is there a better way to improve it step by step?",6f2a8b3d10,good,"The AI answer captures the main advice from the ground truth: do not search for a perfect chunker upfront, iterate starting with fixed-size chunks and evaluation, then try smarter LLM-based splitting, add summaries, and use hybrid search for long structured documents. It also correctly mentions rerunning evaluation after each change and focusing on measurable improvement rather than perfection. It omits the specific PDF parsing tool suggestions, but those are supplementary rather than the core answer, so the semantic meaning remains the same."
How can I use an LLM to split big documents into more meaningful pieces for indexing?,6f2a8b3d10,bad,"The AI answer does not convey any of the guidance from the ground truth. The original answer recommends iterative chunking strategies (start with fixed-size chunks, try LLM-based logical section splitting, add summaries, use hybrid search for structured docs, and use parsing tools), but the AI response only says 'I don't know.' which is not semantically equivalent and misses the key point entirely."
"Would adding short summaries to each chunk help retrieval, and how would I use them?",6f2a8b3d10,bad,"The AI answer does not address the question at all. The ground truth says to add a short LLM-generated summary per chunk and index it alongside the chunk or use it to boost retrieval, with additional guidance on chunking strategy and tools. Saying 'I don't know' misses the key answer completely."
"For legal or financial docs, is plain semantic search enough, or do I need something like BM25 plus dense search?",6f2a8b3d10,good,"The AI answer captures the key point from the ground truth: for long, structured legal/financial documents, plain semantic search is not enough and hybrid search (BM25 + dense) is preferred because exact wording matters. It also notes that one can start with semantic search but should move to hybrid, which is consistent with the original guidance. While it omits the chunking/evaluation advice and tools, those are not required to answer the user's question."
What do you mean by reproducibility for the capstone project — do reviewers need my API keys to run it?,e5d8a2c761,good,"The AI answer matches the ground truth: it clearly says reviewers should not need the author's API keys, explains reproducibility as cloning the repo and recreating the system with their own credentials, and includes the same concrete recommendations (.env.example, .gitignore, rebuild script, pinned dependencies, cheap model). No key point is missing or contradicted."
How should I set up my repo so someone can clone it and rebuild the search index from scratch?,e5d8a2c761,good,"The AI answer matches the ground truth on the key points: it says to provide code to rebuild the index locally, not commit the prebuilt index, use a `.env.example` without secrets, keep `.env` ignored, document the rebuild process, and pin dependencies/Python version. It does not mention using a cheap model or avoiding hosted-service credentials explicitly, but it does correctly capture the core reproducibility guidance and the main setup requirements."
"Is it okay to put my credentials in the project, or should I use a .env.example file instead?",e5d8a2c761,good,"The AI answer matches the core guidance: do not put real credentials in the repo, use a .env.example with variable names only, ignore .env, and have reviewers supply their own credentials. It also correctly emphasizes reproducibility with the reviewer’s own keys. It omits some extra details from the ground truth (script for rebuilding index, cheap model, pinning dependencies), but those are additional recommendations rather than the main point asked about credentials."
What should I do to make sure the reviewer uses their own keys and not mine when testing the project?,e5d8a2c761,good,"The AI answer correctly captures the core requirement: do not commit API keys, provide a .env.example, have the reviewer create their own .env, and keep .env ignored so they use their own credentials. It omits some extra recommendations from the ground truth (rebuild script, cheap model, pinning versions), but those are supporting details rather than the main point asked about."
Do I need to pin package versions and mention the Python or Docker version in the README for reproducibility?,e5d8a2c761,good,"The AI answer correctly states the key reproducibility guidance asked about: pin dependency versions and document the Python version, plus Docker version if used. It omits the surrounding advice about credentials and scripts, but those were not the focus of the question. Semantically it matches the relevant part of the ground truth."
"Can I do the homework in JavaScript or TypeScript instead of Python, or is Python expected for the course?",ea815eb858,good,"The AI answer preserves the key points: Python is expected/easiest, other languages like JavaScript/TypeScript are technically allowed but only with strong reason, and non-Python submissions require thorough documentation for reproducibility across operating systems. It omits the explicit note that this applies to every homework and the final/capstone project, but that is a minor detail and does not change the core meaning."
"If I build the capstone project in Go, Rust, Java, or another non-Python stack, is that allowed?",ea815eb858,good,"The AI answer matches the ground truth: it says non-Python stacks are allowed but only with a strong reason, explains Python is recommended due to course materials and reviewer expectations, and notes that non-Python submissions need thorough documentation for installation and running on Windows, macOS, and Linux so they remain reproducible and easy to evaluate. It preserves the core meaning and key requirements."
What kind of README do I need if I submit the project in a language other than Python?,ea815eb858,good,"The AI answer captures the key requirement: if using a non-Python language, the README must be thorough and explain installation and running on Windows, macOS, and Linux, with enough detail for an unfamiliar reviewer to reproduce it. It omits the broader context that Python is preferred and does not explicitly mention examples like Go or exact command-level instructions, but those are not essential to the core answer. The phrase about 'their own credentials' is extra and not problematic in context."
How detailed should the setup instructions be for a non-Python homework or project submission?,ea815eb858,good,"The AI answer captures the key requirement from the ground truth: non-Python submissions need very thorough documentation, including dependency installation and run instructions for Windows, macOS, and Linux, with the assumption that reviewers know nothing about the ecosystem. It omits the broader context that Python is generally preferred and that non-Python is only advisable with a strong reason, but that is not essential to the specific question about setup instructions. The core answer is semantically equivalent."
"If I use a different language for the final project, what should I include so the reviewer can run and check it easily?",ea815eb858,good,"The AI answer preserves the key points of the ground truth: if using a non-Python language, include thorough README documentation with dependency installation and run instructions for Windows, macOS, and Linux, with concrete commands, so the reviewer can reproduce and evaluate it easily. It omits the stronger recommendation that Python is the default/easiest choice, but that is not necessary to answer the question asked."
Where do I look to see past LLM Zoomcamp capstone submissions?,930286278d,good,"The AI answer preserves the key information from the ground truth: it points to the 2024 and 2025 project pages where past capstone submissions can be viewed. It omits the explanatory sentence about what those pages show, but that is not essential to the core answer."
Is there a page with old LLM Zoomcamp project repos I can browse?,930286278d,good,"The AI answer matches the ground truth: it provides the same two project pages (2024 and 2025), correctly states they list submitted repositories, and notes they help understand expected project scope and quality. No key information is missing or incorrect."
Can I check examples of previous capstone projects from this course anywhere?,930286278d,good,"The AI answer matches the ground truth: it confirms that previous capstone/project examples are available and provides the same 2024 and 2025 links, along with the same explanation of what those pages contain. No key information is missing or incorrect."
Where can I find the 2024 and 2025 LLM Zoomcamp project lists?,930286278d,good,"The AI answer provides the same two project list links for 2024 and 2025 as the ground truth. It preserves the key information and is semantically equivalent, though it omits the extra explanatory sentence about submitted repositories and project scope, which is not essential."
Do you have links to earlier LLM Zoomcamp projects so I can see the expected level?,930286278d,good,The AI answer matches the ground truth: it provides the same links for 2024 and 2025 project submissions and explains that they can be used to gauge the expected level. No key information is missing or incorrect.
Do I have to announce or reserve my capstone project idea before I start it?,897a350476,good,"The AI answer matches the key point exactly: no need to announce or reserve a capstone project idea before starting. It also correctly includes the Slack feedback option. It omits the optional note about looking at previous projects and similar topics being okay, but that is supplementary rather than essential to the direct question."
Can I just begin my project without asking for permission first?,897a350476,bad,"The AI answer contradicts the ground truth. The correct answer says you do not need to announce or reserve the project idea before starting, but it does not talk about waiting for permission or confirmation email, and it specifically addresses starting the project rather than homework. The AI adds irrelevant and potentially misleading details, and it does not clearly state the key point about not needing permission/announcement before beginning the project. However, the core permission aspect is partially aligned. Still, because it introduces incorrect framing and misses the exact answer, it is not semantically equivalent."
"If I want feedback on my project idea, should I ask in Slack?",897a350476,bad,"The AI answer captures the key point that feedback can be requested in Slack, but it omits the important first part of the ground truth: you do not need to announce or reserve your project idea before starting. The question asks whether to ask in Slack, and the ground truth says yes for feedback, but also clarifies no reservation is needed. The AI answer is incomplete but not incorrect on the specific Slack part. Since it misses a key nuance of the original answer, mark as bad."
Are similar capstone topics allowed if my implementation is different and original?,897a350476,good,"The AI answer captures the key point from the ground truth: similar topics are allowed if the implementation is original and requirements are met. It omits the extra note about not needing to announce/reserve the idea and the suggestion to ask in Slack or review previous projects, but those are supplementary and not necessary to answer the question asked."
Where can I look at past LLM Zoomcamp projects to get a sense of the expected scope?,897a350476,good,"The AI answer matches the key part of the ground truth: it points to the 2024 and 2025 project pages as places to look at past projects and understand expected scope. It omits the extra note about not needing to announce/reserve a project idea and Slack feedback, but that is not necessary for answering the question asked."
Can I build my capstone as a Telegram bot or WhatsApp bot instead of a web app?,7318a90b14,good,"The AI answer matches the ground truth: it explicitly says Telegram or WhatsApp bots are allowed, lists the same kinds of interfaces, notes that the project only needs to meet evaluation criteria, and mentions that the course does not teach how to build those interfaces so the student must implement it themselves. The omission of the 'with an AI assistant it's usually quite simple' detail is not significant."
"Is a CLI, notebook, or Slack app acceptable for the project, or does it have to be a website?",7318a90b14,good,"The AI answer matches the ground truth: it confirms that non-website interfaces like CLI, notebook, and Slack app are acceptable, states that any interface can be used, and notes that the project must meet evaluation criteria. It omits the extra note that the course doesn't teach how to build these interfaces, but that is not a key requirement for the answer."
Are there any rules about what kind of user interface I need to use for the capstone?,7318a90b14,good,"The AI answer matches the ground truth on the key point: there are no strict UI rules, and examples like web app, CLI, bots, Slack app, and notebook are all allowed. It also preserves the note that the interface should fit the idea and meet evaluation criteria. It omits the extra detail that the course doesn't teach how to build these interfaces and you'll need to figure that out yourself, but that omission does not change the core answer."
"If I choose a non-web interface for my project, will that still count toward the evaluation?",7318a90b14,good,"The AI answer preserves the core point: non-web interfaces are allowed and count as long as the project meets the evaluation criteria. It is concise but semantically equivalent to the ground truth, though it omits extra examples and the note about figuring out the interface implementation on your own. Those omissions do not change the answer."
"Will the course show me how to create things like Telegram, WhatsApp, or Slack interfaces for the project?",7318a90b14,good,"The AI answer correctly states that the course does not teach how to build these interfaces, but they can still be used for the project and must be figured out on your own. This matches the ground truth key points, including the mention that an AI assistant can make it simpler. It omits some examples like web app/CLI/notebook and the note that there are no strict guidelines, but that is not necessary for semantic equivalence."
"What’s the best tool to pull text out of PDFs for a RAG project, or is there no single recommended one?",d8b28c47a0,good,The AI answer preserves the key point that there is no single prescribed tool and that users should try options on their own data. It correctly lists the same recommended tools and includes the distinction between text PDFs and scanned/image-based PDFs. This is semantically equivalent to the ground truth.
"If my PDFs are scanned images with no text layer, what OCR option should I use?",d8b28c47a0,good,"The AI answer correctly identifies pytesseract/Tesseract OCR as the recommended option for scanned or image-based PDFs with no text layer, which matches the ground truth. It conveys the key point without contradiction or omission of essential information."
"Has anyone tried docling, PyMuPDF, or unstructured for document extraction in this course? Which one works better?",d8b28c47a0,good,"The AI answer matches the ground truth on the key point: the course does not prescribe a specific tool and recommends trying a few on sample documents to see which works best. It correctly mentions docling, PyMuPDF/pymupdf4llm, and unstructured, and states that there is no overall winner because it depends on the documents. It omits the OCR options (pytesseract, hosted OCR), but those are extra examples rather than the core answer to the user's question."
Can I use a hosted OCR API like Mistral OCR instead of running OCR locally?,d8b28c47a0,good,"The AI answer matches the ground truth key point: hosted OCR APIs like Mistral OCR are acceptable alternatives to local OCR. It preserves the same meaning without contradicting the original. It is slightly less complete because it omits the broader recommendation that the course does not prescribe a specific tool and suggests trying different options, but the core question is answered correctly."
How should I decide which PDF extraction tool to use before chunking the documents for RAG?,d8b28c47a0,good,"The AI answer preserves the core guidance: there is no prescribed tool, test a few on sample PDFs, and choose the one that yields the cleanest/most structured output. It also correctly names the main tool options from the ground truth, including OCR for scanned PDFs and hosted OCR. The extra details about comparing structure/table handling are compatible with the original. It does not miss any key point."
"Can I use the workshop content in my own capstone project, or is it just for learning?",d850a0e7ea,good,"The AI answer preserves the key point: the workshop content can be used in a capstone project because dlt is open-source, and it can be used directly in projects. This is semantically equivalent to the ground truth, though it omits the extra note about other Zoomcamps and asking questions. That omission does not affect correctness."
"Is it okay to reuse the dlt workshop materials in other Zoomcamp projects, like MLOps?",d850a0e7ea,good,"The AI answer preserves the key point: reuse is allowed, dlt is open-source, and it can be used in other Zoomcamp projects including MLOps and capstone/projects. It omits the invitation to ask questions, but that is not essential."
