question,answer_llm,answer_orig,document
Where can I find the 2024 and 2025 LLM Zoomcamp project lists?,"You can find them here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do you have links to earlier LLM Zoomcamp projects so I can see the expected level?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These should help you gauge the expected level for capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do I have to announce or reserve my capstone project idea before I start it?,"No. You do not need to announce or reserve your project idea before starting. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I just begin my project without asking for permission first?,"Yes — you can start learning and submitting homework without asking for permission or waiting for a confirmation email.

If you mean the capstone project specifically, the context doesn’t say you need permission first. It just says the capstone is an individual project and should meet the evaluation criteria.

If you meant something else by “project,” I don’t know.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"If I want feedback on my project idea, should I ask in Slack?","Yes. If you want feedback on your project idea, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Are similar capstone topics allowed if my implementation is different and original?,Yes. Similar capstone topics are okay as long as your implementation is your own and your submission meets the project requirements.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Where can I look at past LLM Zoomcamp projects to get a sense of the expected scope?,"You can browse past LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I build my capstone as a Telegram bot or WhatsApp bot instead of a web app?,"Yes — you can build your capstone as a Telegram bot or WhatsApp bot instead of a web app. The course allows any interface, including a web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, or something else, as long as it meets the evaluation criteria.

Note: the course doesn’t teach how to build those interfaces, so you’d need to implement that part yourself.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Is a CLI, notebook, or Slack app acceptable for the project, or does it have to be a website?","Yes — a CLI, notebook, or Slack app is acceptable. It does **not** have to be a website.

The course says you can use **any interface** for the project, including:
- web app
- CLI
- Telegram/WhatsApp bot
- Slack app
- notebook
- anything else

Just make sure the project meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
Are there any rules about what kind of user interface I need to use for the capstone?,"Yes — there are no strict rules about the user interface for the capstone. You can use a web app, CLI, Telegram or WhatsApp bot, Slack app, notebook, or anything else.

Just make sure it fits your idea and meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"If I choose a non-web interface for my project, will that still count toward the evaluation?",Yes. You can use any interface for your project — it doesn’t have to be a web app — as long as the project meets the evaluation criteria.,"Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Will the course show me how to create things like Telegram, WhatsApp, or Slack interfaces for the project?","No—the course does **not** teach how to build Telegram, WhatsApp, Slack, or similar interfaces.

You **can** use those interfaces for your project, but you’ll need to figure out how to build them yourself. The context says an AI assistant can usually make that part fairly simple.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"What’s the best tool to pull text out of PDFs for a RAG project, or is there no single recommended one?","There isn’t a single recommended tool.

The course says to use **whatever works best for your data** and try a few on a sample of your PDFs. Common options mentioned are:

- **docling** — good for converting PDFs to structured Markdown/JSON
- **PyMuPDF / pymupdf4llm** — fast text extraction, Markdown output
- **unstructured** — supports many document types and layouts
- **pytesseract** — for scanned PDFs with OCR needs
- **Hosted OCR** like **Mistral OCR** — if you prefer an API

So the best choice depends on whether your PDFs are normal text PDFs or scanned/image-based ones.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"If my PDFs are scanned images with no text layer, what OCR option should I use?",Use **pytesseract (Tesseract OCR)** — it’s the option mentioned for **scanned/image-based PDFs that have no text layer**.,"The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Has anyone tried docling, PyMuPDF, or unstructured for document extraction in this course? Which one works better?","I don’t know if anyone in this course has compared them directly.

What the course says is:
- there’s no required extraction tool,
- you should try a couple on a sample of your documents,
- and keep whichever gives the cleanest text for your data.

The tools mentioned are:
- **docling** — good for structured Markdown/JSON, often nice for RAG
- **PyMuPDF / pymupdf4llm** — fast text extraction, Markdown output
- **unstructured** — good for many document types and layouts

So the course does **not** say which one works better overall; it depends on your documents.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Can I use a hosted OCR API like Mistral OCR instead of running OCR locally?,Yes — you can use a hosted OCR API like Mistral OCR instead of running OCR locally. The course context explicitly says hosted OCR is an option “if you’d rather call an API than run OCR locally.”,"The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
How should I decide which PDF extraction tool to use before chunking the documents for RAG?,"I’d decide by **testing a few tools on a sample of your own PDFs** and choosing the one that gives the **cleanest, most structured output** for your data.

A good rule of thumb from the course context:

- **Use whatever works best for your data**
- Try a couple of tools on representative documents
- Compare:
  - text cleanliness
  - structure preservation
  - table/figure handling
  - OCR quality for scanned PDFs
- Then chunk the extracted text in a way that preserves useful context

Common options mentioned:
- **PyMuPDF / pymupdf4llm**: fast, good Markdown output
- **Docling**: often higher quality, especially for tables/figures
- **unstructured**: flexible for many layouts
- **pytesseract / Tesseract OCR**: for scanned PDFs with no text layer
- **Hosted OCR** like Mistral OCR: if you prefer an API

So the practical answer is: **extract a sample with 2–3 tools, inspect the output, and pick the one that best preserves structure while minimizing noise before chunking**.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Can I use the workshop content in my own capstone project, or is it just for learning?","Yes — you can use the workshop content in your own capstone project. The context says that since dlt is open-source, you’re allowed to use the workshop content for a capstone project and even use it directly in your projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Is it okay to reuse the dlt workshop materials in other Zoomcamp projects, like MLOps?","Yes — it’s okay to reuse the dlt workshop materials in other Zoomcamp projects, including MLOps. Since dlt is open-source, you can use the workshop content for a capstone or directly in your own projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Since dlt is open-source, does that mean I can take the workshop examples and build on them for my own work?","Yes — since dlt is open-source, you can use the workshop content as a basis for your own projects. The workshop notes say you can use the content for a capstone project and even apply it in other Zoomcamps.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Are we allowed to use this workshop directly in our projects, or should we only treat it as reference material?",Yes — you’re allowed to use the workshop directly in your projects. The workshop says you can use the content for a capstone project and even use it in other Zoomcamp projects.,"Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If I want to ask questions about the workshop or apply it elsewhere, is that encouraged?","Yes — that’s encouraged. The workshop materials are open-source, and you’re free to use them in your own projects. You can also ask questions and apply the ideas elsewhere, including other Zoomcamp projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I create a new dlt project for loading data from cloud storage?,"Use this command to create a new dlt project for loading data from cloud storage:

```bash
dlt init filesystem duckdb
```

More directions are available at: https://dlthub.com/docs/tutorial/filesystem","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What command should I run to initialize a dlt filesystem-to-duckdb setup?,"Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"If I want to start a fresh dlt project, what’s the init command for filesystem and duckdb?","The init command is:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
How can I begin a dlt pipeline that loads from a filesystem source into DuckDB?,"Use:

```bash
dlt init filesystem duckdb
```

This starts a new dlt project configured to load from a filesystem source into DuckDB.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What’s the first command for setting up dlt when working with cloud files?,"The first command is:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"Why do I get `FileNotFoundError: Table notion_pages___homework does not exist` when I run `db.open_table(""notion_pages___homework"")`?","Because the table name in your pipeline/settings is likely still set to `employee_handbook` in some places.  

Make sure you changed **all** instances to `homework`, so the table really exists as `notion_pages___homework` before calling:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you want to check what tables are actually available, use:

```python
db.table_names()
```","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"I changed the table name to `notion_pages___homework`, but it still says the table doesn't exist — what am I missing?","You likely changed the table name in one place, but not everywhere.

In this workshop, the error usually means you still have `employee_handbook` in your pipeline settings/config. Make sure you replaced **all** instances of `employee_handbook` with `homework`, not just the `open_table` call.

If you’re seeing this specifically at the `open_table` line, the correct line should be:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If it still says the table doesn’t exist after that, the remaining issue is almost certainly another stale `employee_handbook` reference in the pipeline setup.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"What does the error about `db.create_table(notion_pages___homework, data)` usually mean in this dlt pipeline?",It usually means you haven’t changed all instances of `employee_handbook` to `homework` in your pipeline settings.,"The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"If opening `notion_pages___homework` fails, could there still be some old `employee_handbook` setting somewhere?","Yes — based on the context, that’s exactly what it suggests. The error usually means not all occurrences of `""employee_handbook""` were updated to `""homework""` in the pipeline settings.

So if `db.open_table(""notion_pages___homework"")` fails, there could still be an old `employee_handbook` setting somewhere.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
How do I fix the table-not-found error after renaming everything for the homework pipeline?,"The error usually means you renamed only part of the pipeline. You still have `""employee_handbook""` somewhere in your pipeline settings, so `notion_pages___homework` was never created.

Fix:
- Search your pipeline config/code for every occurrence of `employee_handbook`
- Change all of them to `homework`
- Re-run the pipeline so the table gets created under the new name

If you’ve already renamed the source but not the destination/table config, that can trigger this exact `Table ... does not exist` error.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
I'm getting FileNotFoundError: Table notion_pages___homework does not exist when I run main(). What table name should I open in line 3?,"Open this table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"Why does db.open_table fail with notion_pages___homework, and how should that line be written instead?","`db.open_table` fails because not all occurrences of the old table name were updated in the pipeline/settings. The error message shows it is still looking for `employee_handbook` instead of `homework`.

That line should be written as:

```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"In the dlt workshop homework, what should replace the table opening call if the table doesn't exist yet?","If the table doesn’t exist yet, you should create it first instead of opening it directly. The error message says to call:

```python
db.create_table(notion_pages___homework, data)
```

So replace the table-opening call with a table-creation call.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"My script says please first call db.create_table(notion_pages___homework, data). Which table am I supposed to use in db.open_table?","Use:

```python
db.open_table(""notion_pages___homework"")
```

If you still get that error, make sure you changed all `""employee_handbook""` references to `""homework""` in your pipeline settings.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"For the Notion pages homework, how do I fix the error about missing notion_pages___homework table in main()?","Make sure you changed **all** instances of `""employee_handbook""` to `""homework""` in your pipeline settings.

If you still get the error, also verify that line 3 opens the correct table:

```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How can I list all the tables in the database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Is there a way to see what tables exist in the db?,Yes — you can use `db.table_names()` to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
What method should I use to get the database table names?,Use the `db.table_names()` method to list the database table names.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
How do I check which tables are available in my database?,You can use the `db.table_names()` method to list all the tables in your database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Can I use dlt to print all table names in the db?,Yes — you can use `db.table_names()` to list all table names in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Does dlt support ClickHouse or StarRocks connectors yet?,"No. Currently, dlt does not have connectors for ClickHouse or StarRocks yet, but it’s open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Can I use dlt to load data into ClickHouse right now?,I don't know.,"Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Is there a built-in connector for StarRocks in dlt?,"Currently, dlt does not have a built-in connector for StarRocks.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"If dlt doesn't support ClickHouse or StarRocks, can the community add them?","Yes — the community can contribute connectors for ClickHouse or StarRocks. The current dlt project doesn’t have them yet, but it is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Are connectors for ClickHouse and StarRocks planned in dlt or do I need to contribute one?,"Currently, dlt does **not** have connectors for **ClickHouse** or **StarRocks**. It is open to **community contributions**, so if you need them, you’d likely need to contribute one.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Why am I getting a 401 Unauthorized when the notebook calls the Notion search API?,"A 401 Unauthorized usually means an authorization problem with the Notion API.

Most likely causes:
1. The API key/token is missing or incorrect.
2. The token doesn’t have the right permissions.
3. The token expired.
4. The notebook is not using the intended secret/access configuration.

Check that:
- you’re using the correct Notion API key,
- the notebook has access to that secret,
- the endpoint is correct (`api.notion.com/v1/search`),
- and any token or configuration is up to date.

If it still fails, review your authentication setup against the Notion API docs.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
My notebook says it has no secret access for api.notion.com/v1/search — what should I check first?,"Check the API key and permissions first — a 401 / “no secret access” for `api.notion.com/v1/search` usually means the Notion token is missing, wrong, or not authorized for that workspace.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
How do I fix a Notion API authorization error in this workshop notebook?,"If you see a Notion API authorization error in this workshop notebook, it usually means there’s a problem with your Notion API access. Try these fixes:

1. Check that you’re using the correct Notion API key.
2. Make sure the key has the right permissions.
3. Verify that the notebook is pointing to the correct Notion API endpoint.
4. If the token may have expired, regenerate it.
5. Double-check the access/configuration settings in your app.

If it still fails, review the Notion API documentation and confirm the authentication steps are set up correctly.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
"Could this be a bad or expired Notion token, and how can I verify it?","Yes, it could be a bad token, but from the context the more likely issue is an authorization/configuration problem.

How to verify it:
1. Check that you’re using the correct Notion API key/token with the right permissions.
2. Confirm you’re calling the correct Notion endpoint: `api.notion.com/v1/search`.
3. Verify the token hasn’t expired and regenerate it if needed.
4. Double-check your app’s access/configuration settings.

If the `401 Unauthorized` error persists after that, the token is likely invalid, expired, or not authorized for that workspace.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
What settings or endpoint details should I double-check if Notion requests are failing with unauthorized errors?,"Double-check these:

1. **API key / token**  
   Make sure you’re using the correct Notion API key and that it has the needed permissions.

2. **Endpoint URL**  
   Verify you’re calling the correct Notion endpoint, e.g. `https://api.notion.com/v1/search`.

3. **Token expiry**  
   If the token may have expired, regenerate it and update your app.

4. **App/config access settings**  
   Review all access configurations in your application to ensure the integration is properly authorized.

If the issue continues, review the Notion API docs and confirm the authentication steps are implemented correctly.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
"Why does pip keep giving me requests 2.28 when lancedb needs 2.32, and how do I force the right version?","Use the direct install from the source tag to force the required version:

```bash
pip install ""requests @ https://github.com/psf/requests/archive/refs/tags/v2.32.3.zip""
```

If pip keeps selecting 2.28, installing this way should override it with the version lancedb needs.","If you encounter a 401 Client Error, it may indicate the need to grant access to the key or that the key is incorrect.

To install the correct version directly from the source, use the following command:

```bash
pip install ""requests @ https://github.com/psf/requests/archive/refs/tags/v2.32.3.zip""
```",4b30b918bc
I’m getting a 401 Client Error while installing requests for lancedb — is this a bad key or an access issue?,"A 401 Client Error usually points to an authorization issue, not specifically a bad install.

In this context, it may mean:
- the key is incorrect, or
- the key does not have the required access/permissions.

So yes, it can be an access issue as well as a bad key.

If you’re installing the correct `requests` version for `lancedb`, you can try installing it directly from the source:

```bash
pip install ""requests @ https://github.com/psf/requests/archive/refs/tags/v2.32.3.zip""
```

If the 401 is coming from another API, check that the token/API key is valid and has the right permissions.","If you encounter a 401 Client Error, it may indicate the need to grant access to the key or that the key is incorrect.

To install the correct version directly from the source, use the following command:

```bash
pip install ""requests @ https://github.com/psf/requests/archive/refs/tags/v2.32.3.zip""
```",4b30b918bc
What command should I use to install requests straight from the GitHub source instead of the older pip version?,"Use:

```bash
pip install ""requests @ https://github.com/psf/requests/archive/refs/tags/v2.32.3.zip""
```","If you encounter a 401 Client Error, it may indicate the need to grant access to the key or that the key is incorrect.

To install the correct version directly from the source, use the following command:

```bash
pip install ""requests @ https://github.com/psf/requests/archive/refs/tags/v2.32.3.zip""
```",4b30b918bc
How can I make sure the requests package installs as v2.32.3 for this workshop setup?,"Use this command to install the required version directly from the source:

```bash
pip install ""requests @ https://github.com/psf/requests/archive/refs/tags/v2.32.3.zip""
```","If you encounter a 401 Client Error, it may indicate the need to grant access to the key or that the key is incorrect.

To install the correct version directly from the source, use the following command:

```bash
pip install ""requests @ https://github.com/psf/requests/archive/refs/tags/v2.32.3.zip""
```",4b30b918bc
